Date;Pays;Filière;Valeur (TWh)
2016-01;"Autriche";"Autre";0,01642008
2016-02;"Autriche";"Autre";0,01536072
2016-03;"Autriche";"Autre";0,01642008
2016-04;"Autriche";"Autre";0,0158904
2016-05;"Autriche";"Autre";0,01642008
2016-06;"Autriche";"Autre";0,0158904
2016-07;"Autriche";"Autre";0,01642008
2016-08;"Autriche";"Autre";0,01642008
2016-09;"Autriche";"Autre";0,0158904
2016-10;"Autriche";"Autre";0,0164199925
2016-11;"Autriche";"Autre";0,015882
2016-12;"Autriche";"Autre";0,01642008
2017-01;"Autriche";"Autre";0,01642008
2017-02;"Autriche";"Autre";0,01483104
2017-03;"Autriche";"Autre";0,01642008
2017-04;"Autriche";"Autre";0,0158904
2017-05;"Autriche";"Autre";0,01642008
2017-06;"Autriche";"Autre";0,0158904
2017-07;"Autriche";"Autre";0,01642008
2017-08;"Autriche";"Autre";0,01642008
2017-09;"Autriche";"Autre";0,0158904
2017-10;"Autriche";"Autre";0,01642008
2017-11;"Autriche";"Autre";0,0158904
2017-12;"Autriche";"Autre";0,01642008
2018-01;"Autriche";"Autre";0,01642008
2018-02;"Autriche";"Autre";0,01483104
2018-03;"Autriche";"Autre";0,01642008
2018-04;"Autriche";"Autre";0,0158904
2018-05;"Autriche";"Autre";0,01642008
2018-06;"Autriche";"Autre";0,0158904
2018-07;"Autriche";"Autre";0,01642008
2018-08;"Autriche";"Autre";0,01642008
2018-09;"Autriche";"Autre";0,0158904
2018-10;"Autriche";"Autre";0,01642008
2018-11;"Autriche";"Autre";0,0158904
2018-12;"Autriche";"Autre";0,01642008
2019-01;"Autriche";"Autre";0,01642008
2019-02;"Autriche";"Autre";0,01483104
2019-03;"Autriche";"Autre";0,01642008
2019-04;"Autriche";"Autre";0,0158904
2019-05;"Autriche";"Autre";0,01642008
2019-06;"Autriche";"Autre";0,0158904
2019-07;"Autriche";"Autre";0,01642008
2019-08;"Autriche";"Autre";0,01642008
2019-09;"Autriche";"Autre";0,0158904
2019-10;"Autriche";"Autre";0,01642008
2019-11;"Autriche";"Autre";0,0158904
2019-12;"Autriche";"Autre";0,01642008
2020-01;"Autriche";"Autre";0,01642008
2020-02;"Autriche";"Autre";0,01536072
2020-03;"Autriche";"Autre";0,01642008
2020-04;"Autriche";"Autre";0,0158904
2020-05;"Autriche";"Autre";0,01642008
2020-06;"Autriche";"Autre";0,0158904
2020-07;"Autriche";"Autre";0,01642008
2020-08;"Autriche";"Autre";0,01642008
2020-09;"Autriche";"Autre";0,0158904
2020-10;"Autriche";"Autre";0,01642008
2020-11;"Autriche";"Autre";0,0158904
2020-12;"Autriche";"Autre";0,01642008
2021-01;"Autriche";"Autre";0,01642008
2021-02;"Autriche";"Autre";0,01483104
2021-03;"Autriche";"Autre";0,01642008
2021-04;"Autriche";"Autre";0,0158904
2021-05;"Autriche";"Autre";0,01642008
2021-06;"Autriche";"Autre";0,0158904
2021-07;"Autriche";"Autre";0,01642008
2021-08;"Autriche";"Autre";0,01642008
2021-09;"Autriche";"Autre";0,0158904
2021-10;"Autriche";"Autre";0,01642008
2021-11;"Autriche";"Autre";0,0158904
2021-12;"Autriche";"Autre";0,01642008
2022-01;"Autriche";"Autre";0,01642008
2022-02;"Autriche";"Autre";0,01483104
2022-03;"Autriche";"Autre";0,01642008
2022-04;"Autriche";"Autre";0,0158904
2022-05;"Autriche";"Autre";0,01642008
2022-06;"Autriche";"Autre";0,0158904
2022-07;"Autriche";"Autre";0,01642008
2022-08;"Autriche";"Autre";0,01642008
2022-09;"Autriche";"Autre";0,0158904
2022-10;"Autriche";"Autre";0,01642008
2022-11;"Autriche";"Autre";0,0158904
2022-12;"Autriche";"Autre";0,01642008
2023-01;"Autriche";"Autre";0,01642008
2023-02;"Autriche";"Autre";0,01483104
2023-03;"Autriche";"Autre";0,01642008
2023-04;"Autriche";"Autre";0,0158904
2023-05;"Autriche";"Autre";0,01642008
2023-06;"Autriche";"Autre";0,0158904
2023-07;"Autriche";"Autre";0,01642008
2023-08;"Autriche";"Autre";0,01642008
2023-09;"Autriche";"Autre";0,0158904
2023-10;"Autriche";"Autre";0,01642008
2023-11;"Autriche";"Autre";0,0158904
2023-12;"Autriche";"Autre";0,01642008
2024-01;"Autriche";"Autre";0,01642008
2024-02;"Autriche";"Autre";0,01536072
2024-03;"Autriche";"Autre";0,01642008
2024-04;"Autriche";"Autre";0,0158904
2024-05;"Autriche";"Autre";0,01642008
2024-06;"Autriche";"Autre";0,0158904
2024-07;"Autriche";"Autre";0,01642008
2024-08;"Autriche";"Autre";0,01642008
2024-09;"Autriche";"Autre";0,0158904
2024-10;"Autriche";"Autre";0,01642008
2024-11;"Autriche";"Autre";0,0158904
2024-12;"Autriche";"Autre";0,01642008
2025-01;"Autriche";"Autre";0,01642008
2025-02;"Autriche";"Autre";0,01483104
2025-03;"Autriche";"Autre";0,01642008
2025-04;"Autriche";"Autre";0,0158904
2025-05;"Autriche";"Autre";0,01642008
2025-06;"Autriche";"Autre";0,0158904
2025-07;"Autriche";"Autre";0,01642008
2025-08;"Autriche";"Autre";0,016420084
2025-09;"Autriche";"Autre";0,01589184
2025-10;"Autriche";"Autre";0,016421568
2025-11;"Autriche";"Autre";0,01589184
2016-01;"Autriche";"Dechets";0,0744
2016-02;"Autriche";"Dechets";0,0696
2016-03;"Autriche";"Dechets";0,0744
2016-04;"Autriche";"Dechets";0,072
2016-05;"Autriche";"Dechets";0,0744
2016-06;"Autriche";"Dechets";0,072
2016-07;"Autriche";"Dechets";0,0744
2016-08;"Autriche";"Dechets";0,0744
2016-09;"Autriche";"Dechets";0,072
2016-10;"Autriche";"Dechets";0,0744
2016-11;"Autriche";"Dechets";0,072
2016-12;"Autriche";"Dechets";0,0744
2017-01;"Autriche";"Dechets";0,0744
2017-02;"Autriche";"Dechets";0,0672
2017-03;"Autriche";"Dechets";0,0744
2017-04;"Autriche";"Dechets";0,072
2017-05;"Autriche";"Dechets";0,0744
2017-06;"Autriche";"Dechets";0,072
2017-07;"Autriche";"Dechets";0,0744
2017-08;"Autriche";"Dechets";0,0744
2017-09;"Autriche";"Dechets";0,072
2017-10;"Autriche";"Dechets";0,0744
2017-11;"Autriche";"Dechets";0,072
2017-12;"Autriche";"Dechets";0,0744
2018-01;"Autriche";"Dechets";0,0744
2018-02;"Autriche";"Dechets";0,0672
2018-03;"Autriche";"Dechets";0,0744
2018-04;"Autriche";"Dechets";0,072
2018-05;"Autriche";"Dechets";0,0744
2018-06;"Autriche";"Dechets";0,072
2018-07;"Autriche";"Dechets";0,0744
2018-08;"Autriche";"Dechets";0,0744
2018-09;"Autriche";"Dechets";0,072
2018-10;"Autriche";"Dechets";0,0744
2018-11;"Autriche";"Dechets";0,072
2018-12;"Autriche";"Dechets";0,0744
2019-01;"Autriche";"Dechets";0,0744
2019-02;"Autriche";"Dechets";0,0672
2019-03;"Autriche";"Dechets";0,0744
2019-04;"Autriche";"Dechets";0,072
2019-05;"Autriche";"Dechets";0,0744
2019-06;"Autriche";"Dechets";0,072
2019-07;"Autriche";"Dechets";0,0744
2019-08;"Autriche";"Dechets";0,0744
2019-09;"Autriche";"Dechets";0,072
2019-10;"Autriche";"Dechets";0,0744
2019-11;"Autriche";"Dechets";0,072
2019-12;"Autriche";"Dechets";0,0744
2020-01;"Autriche";"Dechets";0,0744
2020-02;"Autriche";"Dechets";0,0696
2020-03;"Autriche";"Dechets";0,0744
2020-04;"Autriche";"Dechets";0,072
2020-05;"Autriche";"Dechets";0,0744
2020-06;"Autriche";"Dechets";0,072
2020-07;"Autriche";"Dechets";0,0744
2020-08;"Autriche";"Dechets";0,0744
2020-09;"Autriche";"Dechets";0,072
2020-10;"Autriche";"Dechets";0,0744
2020-11;"Autriche";"Dechets";0,072
2020-12;"Autriche";"Dechets";0,0744
2021-01;"Autriche";"Dechets";0,0744
2021-02;"Autriche";"Dechets";0,0672
2021-03;"Autriche";"Dechets";0,0744
2021-04;"Autriche";"Dechets";0,072
2021-05;"Autriche";"Dechets";0,0744
2021-06;"Autriche";"Dechets";0,072
2021-07;"Autriche";"Dechets";0,0744
2021-08;"Autriche";"Dechets";0,0744
2021-09;"Autriche";"Dechets";0,072
2021-10;"Autriche";"Dechets";0,0744
2021-11;"Autriche";"Dechets";0,072
2021-12;"Autriche";"Dechets";0,0744
2022-01;"Autriche";"Dechets";0,0744
2022-02;"Autriche";"Dechets";0,0672
2022-03;"Autriche";"Dechets";0,0744
2022-04;"Autriche";"Dechets";0,072
2022-05;"Autriche";"Dechets";0,0744
2022-06;"Autriche";"Dechets";0,072
2022-07;"Autriche";"Dechets";0,0744
2022-08;"Autriche";"Dechets";0,0744
2022-09;"Autriche";"Dechets";0,072
2022-10;"Autriche";"Dechets";0,0744
2022-11;"Autriche";"Dechets";0,072
2022-12;"Autriche";"Dechets";0,0744
2023-01;"Autriche";"Dechets";0,0744
2023-02;"Autriche";"Dechets";0,0672
2023-03;"Autriche";"Dechets";0,0744
2023-04;"Autriche";"Dechets";0,072
2023-05;"Autriche";"Dechets";0,0744
2023-06;"Autriche";"Dechets";0,072
2023-07;"Autriche";"Dechets";0,0744
2023-08;"Autriche";"Dechets";0,0744
2023-09;"Autriche";"Dechets";0,072
2023-10;"Autriche";"Dechets";0,0744
2023-11;"Autriche";"Dechets";0,072
2023-12;"Autriche";"Dechets";0,0744
2024-01;"Autriche";"Dechets";0,0744
2024-02;"Autriche";"Dechets";0,0696
2024-03;"Autriche";"Dechets";0,0744
2024-04;"Autriche";"Dechets";0,072
2024-05;"Autriche";"Dechets";0,0744
2024-06;"Autriche";"Dechets";0,072
2024-07;"Autriche";"Dechets";0,0744
2024-08;"Autriche";"Dechets";0,0744
2024-09;"Autriche";"Dechets";0,072
2024-10;"Autriche";"Dechets";0,0744
2024-11;"Autriche";"Dechets";0,072
2024-12;"Autriche";"Dechets";0,0744
2025-01;"Autriche";"Dechets";0,0744
2025-02;"Autriche";"Dechets";0,0672
2025-03;"Autriche";"Dechets";0,0744
2025-04;"Autriche";"Dechets";0,072
2025-05;"Autriche";"Dechets";0,0744
2025-06;"Autriche";"Dechets";0,072
2025-07;"Autriche";"Dechets";0,0744
2025-08;"Autriche";"Dechets";0,0744
2025-09;"Autriche";"Dechets";0,072
2025-10;"Autriche";"Dechets";0,0744
2025-11;"Autriche";"Dechets";0,072
2016-01;"Autriche";"Biogaz";
2016-02;"Autriche";"Biogaz";
2016-03;"Autriche";"Biogaz";
2016-04;"Autriche";"Biogaz";
2016-05;"Autriche";"Biogaz";
2016-06;"Autriche";"Biogaz";
2016-07;"Autriche";"Biogaz";
2016-08;"Autriche";"Biogaz";
2016-09;"Autriche";"Biogaz";
2016-10;"Autriche";"Biogaz";
2016-11;"Autriche";"Biogaz";
2016-12;"Autriche";"Biogaz";
2017-01;"Autriche";"Biogaz";
2017-02;"Autriche";"Biogaz";
2017-03;"Autriche";"Biogaz";
2017-04;"Autriche";"Biogaz";
2017-05;"Autriche";"Biogaz";
2017-06;"Autriche";"Biogaz";
2017-07;"Autriche";"Biogaz";
2017-08;"Autriche";"Biogaz";
2017-09;"Autriche";"Biogaz";
2017-10;"Autriche";"Biogaz";
2017-11;"Autriche";"Biogaz";
2017-12;"Autriche";"Biogaz";
2018-01;"Autriche";"Biogaz";
2018-02;"Autriche";"Biogaz";
2018-03;"Autriche";"Biogaz";
2018-04;"Autriche";"Biogaz";
2018-05;"Autriche";"Biogaz";
2018-06;"Autriche";"Biogaz";
2018-07;"Autriche";"Biogaz";
2018-08;"Autriche";"Biogaz";
2018-09;"Autriche";"Biogaz";
2018-10;"Autriche";"Biogaz";
2018-11;"Autriche";"Biogaz";
2018-12;"Autriche";"Biogaz";
2019-01;"Autriche";"Biogaz";
2019-02;"Autriche";"Biogaz";
2019-03;"Autriche";"Biogaz";
2019-04;"Autriche";"Biogaz";
2019-05;"Autriche";"Biogaz";
2019-06;"Autriche";"Biogaz";
2019-07;"Autriche";"Biogaz";
2019-08;"Autriche";"Biogaz";
2019-09;"Autriche";"Biogaz";
2019-10;"Autriche";"Biogaz";
2019-11;"Autriche";"Biogaz";
2019-12;"Autriche";"Biogaz";
2020-01;"Autriche";"Biogaz";
2020-02;"Autriche";"Biogaz";
2020-03;"Autriche";"Biogaz";
2020-04;"Autriche";"Biogaz";
2020-05;"Autriche";"Biogaz";
2020-06;"Autriche";"Biogaz";
2020-07;"Autriche";"Biogaz";
2020-08;"Autriche";"Biogaz";
2020-09;"Autriche";"Biogaz";
2020-10;"Autriche";"Biogaz";
2020-11;"Autriche";"Biogaz";
2020-12;"Autriche";"Biogaz";
2021-01;"Autriche";"Biogaz";
2021-02;"Autriche";"Biogaz";
2021-03;"Autriche";"Biogaz";
2021-04;"Autriche";"Biogaz";
2021-05;"Autriche";"Biogaz";
2021-06;"Autriche";"Biogaz";
2021-07;"Autriche";"Biogaz";
2021-08;"Autriche";"Biogaz";
2021-09;"Autriche";"Biogaz";
2021-10;"Autriche";"Biogaz";
2021-11;"Autriche";"Biogaz";
2021-12;"Autriche";"Biogaz";
2022-01;"Autriche";"Biogaz";
2022-02;"Autriche";"Biogaz";
2022-03;"Autriche";"Biogaz";
2022-04;"Autriche";"Biogaz";
2022-05;"Autriche";"Biogaz";
2022-06;"Autriche";"Biogaz";
2022-07;"Autriche";"Biogaz";
2022-08;"Autriche";"Biogaz";
2022-09;"Autriche";"Biogaz";
2022-10;"Autriche";"Biogaz";
2022-11;"Autriche";"Biogaz";
2022-12;"Autriche";"Biogaz";
2023-01;"Autriche";"Biogaz";
2023-02;"Autriche";"Biogaz";
2023-03;"Autriche";"Biogaz";
2023-04;"Autriche";"Biogaz";
2023-05;"Autriche";"Biogaz";
2023-06;"Autriche";"Biogaz";
2023-07;"Autriche";"Biogaz";
2023-08;"Autriche";"Biogaz";
2023-09;"Autriche";"Biogaz";
2023-10;"Autriche";"Biogaz";
2023-11;"Autriche";"Biogaz";
2023-12;"Autriche";"Biogaz";
2024-01;"Autriche";"Biogaz";
2024-02;"Autriche";"Biogaz";
2024-03;"Autriche";"Biogaz";
2024-04;"Autriche";"Biogaz";
2024-05;"Autriche";"Biogaz";
2024-06;"Autriche";"Biogaz";
2024-07;"Autriche";"Biogaz";
2024-08;"Autriche";"Biogaz";
2024-09;"Autriche";"Biogaz";
2024-10;"Autriche";"Biogaz";
2024-11;"Autriche";"Biogaz";
2024-12;"Autriche";"Biogaz";
2025-01;"Autriche";"Biogaz";
2025-02;"Autriche";"Biogaz";
2025-03;"Autriche";"Biogaz";
2025-04;"Autriche";"Biogaz";
2025-05;"Autriche";"Biogaz";
2025-06;"Autriche";"Biogaz";
2025-07;"Autriche";"Biogaz";
2025-08;"Autriche";"Biogaz";
2025-09;"Autriche";"Biogaz";
2025-10;"Autriche";"Biogaz";
2025-11;"Autriche";"Biogaz";
2016-01;"Autriche";"Biomasse";0,22539
2016-02;"Autriche";"Biomasse";0,214632
2016-03;"Autriche";"Biomasse";0,229498
2016-04;"Autriche";"Biomasse";0,210976
2016-05;"Autriche";"Biomasse";0,217558
2016-06;"Autriche";"Biomasse";0,202856
2016-07;"Autriche";"Biomasse";0,207114
2016-08;"Autriche";"Biomasse";0,198811
2016-09;"Autriche";"Biomasse";0,208224
2016-10;"Autriche";"Biomasse";0,211927
2016-11;"Autriche";"Biomasse";0,180222
2016-12;"Autriche";"Biomasse";0,228259
2017-01;"Autriche";"Biomasse";0,227177
2017-02;"Autriche";"Biomasse";0,208956
2017-03;"Autriche";"Biomasse";0,226995
2017-04;"Autriche";"Biomasse";0,219453
2017-05;"Autriche";"Biomasse";0,22116
2017-06;"Autriche";"Biomasse";0,206474
2017-07;"Autriche";"Biomasse";0,21238
2017-08;"Autriche";"Biomasse";0,193655
2017-09;"Autriche";"Biomasse";0,21805
2017-10;"Autriche";"Biomasse";0,222417
2017-11;"Autriche";"Biomasse";0,21504
2017-12;"Autriche";"Biomasse";0,228391
2018-01;"Autriche";"Biomasse";0,237252
2018-02;"Autriche";"Biomasse";0,211216
2018-03;"Autriche";"Biomasse";0,228996
2018-04;"Autriche";"Biomasse";0,209033
2018-05;"Autriche";"Biomasse";0,212839
2018-06;"Autriche";"Biomasse";0,199135
2018-07;"Autriche";"Biomasse";0,204937
2018-08;"Autriche";"Biomasse";0,207794
2018-09;"Autriche";"Biomasse";0,211492
2018-10;"Autriche";"Biomasse";0,21986
2018-11;"Autriche";"Biomasse";0,214119
2018-12;"Autriche";"Biomasse";0,225412
2019-01;"Autriche";"Biomasse";0,228243
2019-02;"Autriche";"Biomasse";0,207732
2019-03;"Autriche";"Biomasse";0,229459
2019-04;"Autriche";"Biomasse";0,210922
2019-05;"Autriche";"Biomasse";0,201955
2019-06;"Autriche";"Biomasse";0,17183
2019-07;"Autriche";"Biomasse";0,175275
2019-08;"Autriche";"Biomasse";0,153995
2019-09;"Autriche";"Biomasse";0,162604
2019-10;"Autriche";"Biomasse";0,151196
2019-11;"Autriche";"Biomasse";0,141022
2019-12;"Autriche";"Biomasse";0,150172
2020-01;"Autriche";"Biomasse";0,154296
2020-02;"Autriche";"Biomasse";0,145925
2020-03;"Autriche";"Biomasse";0,15786
2020-04;"Autriche";"Biomasse";0,149768
2020-05;"Autriche";"Biomasse";0,150052
2020-06;"Autriche";"Biomasse";0,137227
2020-07;"Autriche";"Biomasse";0,129413
2020-08;"Autriche";"Biomasse";0,138046
2020-09;"Autriche";"Biomasse";0,133008
2020-10;"Autriche";"Biomasse";0,139555
2020-11;"Autriche";"Biomasse";0,136491
2020-12;"Autriche";"Biomasse";0,141992
2021-01;"Autriche";"Biomasse";0,136305
2021-02;"Autriche";"Biomasse";0,121731
2021-03;"Autriche";"Biomasse";0,136738
2021-04;"Autriche";"Biomasse";0,128891
2021-05;"Autriche";"Biomasse";0,129449
2021-06;"Autriche";"Biomasse";0,106035
2021-07;"Autriche";"Biomasse";0,117665
2021-08;"Autriche";"Biomasse";0,117675
2021-09;"Autriche";"Biomasse";0,10979
2021-10;"Autriche";"Biomasse";0,119022
2021-11;"Autriche";"Biomasse";0,111736
2021-12;"Autriche";"Biomasse";0,106253
2022-01;"Autriche";"Biomasse";0,239129
2022-02;"Autriche";"Biomasse";0,216117
2022-03;"Autriche";"Biomasse";0,239075
2022-04;"Autriche";"Biomasse";0,217632
2022-05;"Autriche";"Biomasse";0,219616
2022-06;"Autriche";"Biomasse";0,20661
2022-07;"Autriche";"Biomasse";0,206621
2022-08;"Autriche";"Biomasse";0,206569
2022-09;"Autriche";"Biomasse";0,207833
2022-10;"Autriche";"Biomasse";0,182769
2022-11;"Autriche";"Biomasse";0,176958
2022-12;"Autriche";"Biomasse";0,177925
2023-01;"Autriche";"Biomasse";0,182084
2023-02;"Autriche";"Biomasse";0,172449
2023-03;"Autriche";"Biomasse";0,192702
2023-04;"Autriche";"Biomasse";0,10687
2023-05;"Autriche";"Biomasse";0,071265
2023-06;"Autriche";"Biomasse";0,068512
2023-07;"Autriche";"Biomasse";0,067184
2023-08;"Autriche";"Biomasse";0,070607
2023-09;"Autriche";"Biomasse";0,112409
2023-10;"Autriche";"Biomasse";0,126988
2023-11;"Autriche";"Biomasse";0,116363
2023-12;"Autriche";"Biomasse";0,113587
2024-01;"Autriche";"Biomasse";0,120907
2024-02;"Autriche";"Biomasse";0,132038
2024-03;"Autriche";"Biomasse";0,172966
2024-04;"Autriche";"Biomasse";0,194558
2024-05;"Autriche";"Biomasse";0,18962
2024-06;"Autriche";"Biomasse";0,131839
2024-07;"Autriche";"Biomasse";0,117058
2024-08;"Autriche";"Biomasse";0,106659
2024-09;"Autriche";"Biomasse";0,160154
2024-10;"Autriche";"Biomasse";0,189649
2024-11;"Autriche";"Biomasse";0,206308
2024-12;"Autriche";"Biomasse";0,211723
2025-01;"Autriche";"Biomasse";0,196074
2025-02;"Autriche";"Biomasse";0,169478
2025-03;"Autriche";"Biomasse";0,187343
2025-04;"Autriche";"Biomasse";0,166154
2025-05;"Autriche";"Biomasse";0,175132
2025-06;"Autriche";"Biomasse";0,115023
2025-07;"Autriche";"Biomasse";0,100177
2025-08;"Autriche";"Biomasse";0,097461
2025-09;"Autriche";"Biomasse";0,136496
2025-10;"Autriche";"Biomasse";0,175628
2025-11;"Autriche";"Biomasse";0,171846
2016-01;"Autriche";"Eolien en mer";
2016-02;"Autriche";"Eolien en mer";
2016-03;"Autriche";"Eolien en mer";
2016-04;"Autriche";"Eolien en mer";
2016-05;"Autriche";"Eolien en mer";
2016-06;"Autriche";"Eolien en mer";
2016-07;"Autriche";"Eolien en mer";
2016-08;"Autriche";"Eolien en mer";
2016-09;"Autriche";"Eolien en mer";
2016-10;"Autriche";"Eolien en mer";
2016-11;"Autriche";"Eolien en mer";
2016-12;"Autriche";"Eolien en mer";
2017-01;"Autriche";"Eolien en mer";
2017-02;"Autriche";"Eolien en mer";
2017-03;"Autriche";"Eolien en mer";
2017-04;"Autriche";"Eolien en mer";
2017-05;"Autriche";"Eolien en mer";
2017-06;"Autriche";"Eolien en mer";
2017-07;"Autriche";"Eolien en mer";
2017-08;"Autriche";"Eolien en mer";
2017-09;"Autriche";"Eolien en mer";
2017-10;"Autriche";"Eolien en mer";
2017-11;"Autriche";"Eolien en mer";
2017-12;"Autriche";"Eolien en mer";
2018-01;"Autriche";"Eolien en mer";
2018-02;"Autriche";"Eolien en mer";
2018-03;"Autriche";"Eolien en mer";
2018-04;"Autriche";"Eolien en mer";
2018-05;"Autriche";"Eolien en mer";
2018-06;"Autriche";"Eolien en mer";
2018-07;"Autriche";"Eolien en mer";
2018-08;"Autriche";"Eolien en mer";
2018-09;"Autriche";"Eolien en mer";
2018-10;"Autriche";"Eolien en mer";
2018-11;"Autriche";"Eolien en mer";
2018-12;"Autriche";"Eolien en mer";
2019-01;"Autriche";"Eolien en mer";
2019-02;"Autriche";"Eolien en mer";
2019-03;"Autriche";"Eolien en mer";
2019-04;"Autriche";"Eolien en mer";
2019-05;"Autriche";"Eolien en mer";
2019-06;"Autriche";"Eolien en mer";
2019-07;"Autriche";"Eolien en mer";
2019-08;"Autriche";"Eolien en mer";
2019-09;"Autriche";"Eolien en mer";
2019-10;"Autriche";"Eolien en mer";
2019-11;"Autriche";"Eolien en mer";
2019-12;"Autriche";"Eolien en mer";
2020-01;"Autriche";"Eolien en mer";
2020-02;"Autriche";"Eolien en mer";
2020-03;"Autriche";"Eolien en mer";
2020-04;"Autriche";"Eolien en mer";
2020-05;"Autriche";"Eolien en mer";
2020-06;"Autriche";"Eolien en mer";
2020-07;"Autriche";"Eolien en mer";
2020-08;"Autriche";"Eolien en mer";
2020-09;"Autriche";"Eolien en mer";
2020-10;"Autriche";"Eolien en mer";
2020-11;"Autriche";"Eolien en mer";
2020-12;"Autriche";"Eolien en mer";
2021-01;"Autriche";"Eolien en mer";
2021-02;"Autriche";"Eolien en mer";
2021-03;"Autriche";"Eolien en mer";
2021-04;"Autriche";"Eolien en mer";
2021-05;"Autriche";"Eolien en mer";
2021-06;"Autriche";"Eolien en mer";
2021-07;"Autriche";"Eolien en mer";
2021-08;"Autriche";"Eolien en mer";
2021-09;"Autriche";"Eolien en mer";
2021-10;"Autriche";"Eolien en mer";
2021-11;"Autriche";"Eolien en mer";
2021-12;"Autriche";"Eolien en mer";
2022-01;"Autriche";"Eolien en mer";
2022-02;"Autriche";"Eolien en mer";
2022-03;"Autriche";"Eolien en mer";
2022-04;"Autriche";"Eolien en mer";
2022-05;"Autriche";"Eolien en mer";
2022-06;"Autriche";"Eolien en mer";
2022-07;"Autriche";"Eolien en mer";
2022-08;"Autriche";"Eolien en mer";
2022-09;"Autriche";"Eolien en mer";
2022-10;"Autriche";"Eolien en mer";
2022-11;"Autriche";"Eolien en mer";
2022-12;"Autriche";"Eolien en mer";
2023-01;"Autriche";"Eolien en mer";
2023-02;"Autriche";"Eolien en mer";
2023-03;"Autriche";"Eolien en mer";
2023-04;"Autriche";"Eolien en mer";
2023-05;"Autriche";"Eolien en mer";
2023-06;"Autriche";"Eolien en mer";
2023-07;"Autriche";"Eolien en mer";
2023-08;"Autriche";"Eolien en mer";
2023-09;"Autriche";"Eolien en mer";
2023-10;"Autriche";"Eolien en mer";
2023-11;"Autriche";"Eolien en mer";
2023-12;"Autriche";"Eolien en mer";
2024-01;"Autriche";"Eolien en mer";
2024-02;"Autriche";"Eolien en mer";
2024-03;"Autriche";"Eolien en mer";
2024-04;"Autriche";"Eolien en mer";
2024-05;"Autriche";"Eolien en mer";
2024-06;"Autriche";"Eolien en mer";
2024-07;"Autriche";"Eolien en mer";
2024-08;"Autriche";"Eolien en mer";
2024-09;"Autriche";"Eolien en mer";
2024-10;"Autriche";"Eolien en mer";
2024-11;"Autriche";"Eolien en mer";
2024-12;"Autriche";"Eolien en mer";
2025-01;"Autriche";"Eolien en mer";
2025-02;"Autriche";"Eolien en mer";
2025-03;"Autriche";"Eolien en mer";
2025-04;"Autriche";"Eolien en mer";
2025-05;"Autriche";"Eolien en mer";
2025-06;"Autriche";"Eolien en mer";
2025-07;"Autriche";"Eolien en mer";
2025-08;"Autriche";"Eolien en mer";
2025-09;"Autriche";"Eolien en mer";
2025-10;"Autriche";"Eolien en mer";
2025-11;"Autriche";"Eolien en mer";
2016-01;"Autriche";"Eolien terrestre";0,3875052925
2016-02;"Autriche";"Eolien terrestre";0,6255448875
2016-03;"Autriche";"Eolien terrestre";0,5290065775
2016-04;"Autriche";"Eolien terrestre";0,4972992625
2016-05;"Autriche";"Eolien terrestre";0,5025043825
2016-06;"Autriche";"Eolien terrestre";0,2331460975
2016-07;"Autriche";"Eolien terrestre";0,3707895225
2016-08;"Autriche";"Eolien terrestre";0,346605845
2016-09;"Autriche";"Eolien terrestre";0,221628215
2016-10;"Autriche";"Eolien terrestre";0,4730535
2016-11;"Autriche";"Eolien terrestre";0,59853414
2016-12;"Autriche";"Eolien terrestre";0,53772624
2017-01;"Autriche";"Eolien terrestre";0,6301109175
2017-02;"Autriche";"Eolien terrestre";0,44516326
2017-03;"Autriche";"Eolien terrestre";0,641338945
2017-04;"Autriche";"Eolien terrestre";0,72028453
2017-05;"Autriche";"Eolien terrestre";0,5135076675
2017-06;"Autriche";"Eolien terrestre";0,28079891
2017-07;"Autriche";"Eolien terrestre";0,43687698
2017-08;"Autriche";"Eolien terrestre";0,407503035
2017-09;"Autriche";"Eolien terrestre";0,58602723
2017-10;"Autriche";"Eolien terrestre";0,691765355
2017-11;"Autriche";"Eolien terrestre";0,5711314975
2017-12;"Autriche";"Eolien terrestre";0,802496525
2018-01;"Autriche";"Eolien terrestre";0,5992216125
2018-02;"Autriche";"Eolien terrestre";0,4470431675
2018-03;"Autriche";"Eolien terrestre";0,5684308075
2018-04;"Autriche";"Eolien terrestre";0,6737226725
2018-05;"Autriche";"Eolien terrestre";0,33804306
2018-06;"Autriche";"Eolien terrestre";0,51010359
2018-07;"Autriche";"Eolien terrestre";0,4182111925
2018-08;"Autriche";"Eolien terrestre";0,33896135
2018-09;"Autriche";"Eolien terrestre";0,4043106
2018-10;"Autriche";"Eolien terrestre";0,727068
2018-11;"Autriche";"Eolien terrestre";0,555123
2018-12;"Autriche";"Eolien terrestre";0,820079
2019-01;"Autriche";"Eolien terrestre";0,951588
2019-02;"Autriche";"Eolien terrestre";0,762263
2019-03;"Autriche";"Eolien terrestre";0,777732
2019-04;"Autriche";"Eolien terrestre";0,859303
2019-05;"Autriche";"Eolien terrestre";0,863105
2019-06;"Autriche";"Eolien terrestre";0,435256
2019-07;"Autriche";"Eolien terrestre";0,365095
2019-08;"Autriche";"Eolien terrestre";0,33717
2019-09;"Autriche";"Eolien terrestre";0,437682
2019-10;"Autriche";"Eolien terrestre";0,531934
2019-11;"Autriche";"Eolien terrestre";0,776479
