Date;Pays;Filière;Valeur (TWh)
2019-02;"Bulgarie";"Eolien terrestre";0,1688
2019-03;"Bulgarie";"Eolien terrestre";0,129326
2019-04;"Bulgarie";"Eolien terrestre";0,080327
2019-05;"Bulgarie";"Eolien terrestre";0,088271
2019-06;"Bulgarie";"Eolien terrestre";0,082585
2019-07;"Bulgarie";"Eolien terrestre";0,055886
2019-08;"Bulgarie";"Eolien terrestre";0,084578
2019-09;"Bulgarie";"Eolien terrestre";0,084082
2019-10;"Bulgarie";"Eolien terrestre";0,055527
2019-11;"Bulgarie";"Eolien terrestre";0,144021
2019-12;"Bulgarie";"Eolien terrestre";0,147727
2020-01;"Bulgarie";"Eolien terrestre";0,16791
2020-02;"Bulgarie";"Eolien terrestre";0,174835
2020-03;"Bulgarie";"Eolien terrestre";0,179095
2020-04;"Bulgarie";"Eolien terrestre";0,122084
2020-05;"Bulgarie";"Eolien terrestre";0,122132
2020-06;"Bulgarie";"Eolien terrestre";0,068161
2020-07;"Bulgarie";"Eolien terrestre";0,070734
2020-08;"Bulgarie";"Eolien terrestre";0,074023
2020-09;"Bulgarie";"Eolien terrestre";0,09311
2020-10;"Bulgarie";"Eolien terrestre";0,094325
2020-11;"Bulgarie";"Eolien terrestre";0,110016
2020-12;"Bulgarie";"Eolien terrestre";0,153218
2021-01;"Bulgarie";"Eolien terrestre";0,165154
2021-02;"Bulgarie";"Eolien terrestre";0,128944
2021-03;"Bulgarie";"Eolien terrestre";0,153324
2021-04;"Bulgarie";"Eolien terrestre";0,077837
2021-05;"Bulgarie";"Eolien terrestre";0,099479
2021-06;"Bulgarie";"Eolien terrestre";0,085177
2021-07;"Bulgarie";"Eolien terrestre";0,084048
2021-08;"Bulgarie";"Eolien terrestre";0,064334
2021-09;"Bulgarie";"Eolien terrestre";0,094468
2021-10;"Bulgarie";"Eolien terrestre";0,12043
2021-11;"Bulgarie";"Eolien terrestre";0,124957
2021-12;"Bulgarie";"Eolien terrestre";0,189988
2022-01;"Bulgarie";"Eolien terrestre";0,217342
2022-02;"Bulgarie";"Eolien terrestre";0,144501
2022-03;"Bulgarie";"Eolien terrestre";0,193652
2022-04;"Bulgarie";"Eolien terrestre";0,131697
2022-05;"Bulgarie";"Eolien terrestre";0,069994
2022-06;"Bulgarie";"Eolien terrestre";0,083751
2022-07;"Bulgarie";"Eolien terrestre";0,07498363
2022-08;"Bulgarie";"Eolien terrestre";0,0927093
2022-09;"Bulgarie";"Eolien terrestre";0,08694181
2022-10;"Bulgarie";"Eolien terrestre";0,07594294
2022-11;"Bulgarie";"Eolien terrestre";0,11631346
2022-12;"Bulgarie";"Eolien terrestre";0,11417978
2023-01;"Bulgarie";"Eolien terrestre";0,16800174
2023-02;"Bulgarie";"Eolien terrestre";0,17261759
2023-03;"Bulgarie";"Eolien terrestre";0,09897575
2023-04;"Bulgarie";"Eolien terrestre";0,11690355
2023-05;"Bulgarie";"Eolien terrestre";0,10366051
2023-06;"Bulgarie";"Eolien terrestre";0,05809252
2023-07;"Bulgarie";"Eolien terrestre";0,09698665
2023-08;"Bulgarie";"Eolien terrestre";0,10389055
2023-09;"Bulgarie";"Eolien terrestre";0,13756122
2023-10;"Bulgarie";"Eolien terrestre";0,10725121
2023-11;"Bulgarie";"Eolien terrestre";0,16240738
2023-12;"Bulgarie";"Eolien terrestre";0,16926334
2024-01;"Bulgarie";"Eolien terrestre";0,18901328
2024-02;"Bulgarie";"Eolien terrestre";0,14627124
2024-03;"Bulgarie";"Eolien terrestre";0,09715573
2024-04;"Bulgarie";"Eolien terrestre";0,12842263
2024-05;"Bulgarie";"Eolien terrestre";0,0881995
2024-06;"Bulgarie";"Eolien terrestre";0,05606037
2024-07;"Bulgarie";"Eolien terrestre";0,08541523
2024-08;"Bulgarie";"Eolien terrestre";0,07795653
2024-09;"Bulgarie";"Eolien terrestre";0,09689741
2024-10;"Bulgarie";"Eolien terrestre";0,09348275
2024-11;"Bulgarie";"Eolien terrestre";0,12568538
2024-12;"Bulgarie";"Eolien terrestre";0,16586715
2025-01;"Bulgarie";"Eolien terrestre";0,12580236
2025-02;"Bulgarie";"Eolien terrestre";0,14494277
2025-03;"Bulgarie";"Eolien terrestre";0,12048523
2025-04;"Bulgarie";"Eolien terrestre";0,09234565
2025-05;"Bulgarie";"Eolien terrestre";0,07966482
2025-06;"Bulgarie";"Eolien terrestre";0,07321313
2025-07;"Bulgarie";"Eolien terrestre";0,07447004
2025-08;"Bulgarie";"Eolien terrestre";0,07379142
2025-09;"Bulgarie";"Eolien terrestre";0,08561621
2025-10;"Bulgarie";"Eolien terrestre";0,111894185649
2025-11;"Bulgarie";"Eolien terrestre";0,134575600223
2016-01;"Bulgarie";"Solaire";0,063464
2016-02;"Bulgarie";"Solaire";0,077687
2016-03;"Bulgarie";"Solaire";0,100714
2016-04;"Bulgarie";"Solaire";0,137427
2016-05;"Bulgarie";"Solaire";0,134622
2016-06;"Bulgarie";"Solaire";0,153597
2016-07;"Bulgarie";"Solaire";0,171688
2016-08;"Bulgarie";"Solaire";0,155651
2016-09;"Bulgarie";"Solaire";0,121036
2016-10;"Bulgarie";"Solaire";0,082739
2016-11;"Bulgarie";"Solaire";0,066265
2016-12;"Bulgarie";"Solaire";0,068607
2017-01;"Bulgarie";"Solaire";0,041506
2017-02;"Bulgarie";"Solaire";0,087236
2017-03;"Bulgarie";"Solaire";0,112014
2017-04;"Bulgarie";"Solaire";0,13304
2017-05;"Bulgarie";"Solaire";0,147169
2017-06;"Bulgarie";"Solaire";0,152499
2017-07;"Bulgarie";"Solaire";0,160807
2017-08;"Bulgarie";"Solaire";0,163203
2017-09;"Bulgarie";"Solaire";0,122097
2017-10;"Bulgarie";"Solaire";0,100591
2017-11;"Bulgarie";"Solaire";0,052157
2017-12;"Bulgarie";"Solaire";0,05351
2018-01;"Bulgarie";"Solaire";0,063551
2018-02;"Bulgarie";"Solaire";0,046339
2018-03;"Bulgarie";"Solaire";0,077397
2018-04;"Bulgarie";"Solaire";0,136251
2018-05;"Bulgarie";"Solaire";0,141109
2018-06;"Bulgarie";"Solaire";0,137178
2018-07;"Bulgarie";"Solaire";0,135031
2018-08;"Bulgarie";"Solaire";0,146163
2018-09;"Bulgarie";"Solaire";0,122518
2018-10;"Bulgarie";"Solaire";0,108496
2018-11;"Bulgarie";"Solaire";0,046647
2018-12;"Bulgarie";"Solaire";0,045098
2019-01;"Bulgarie";"Solaire";0,044181
2019-02;"Bulgarie";"Solaire";0,076494
2019-03;"Bulgarie";"Solaire";0,133641
2019-04;"Bulgarie";"Solaire";0,117266
2019-05;"Bulgarie";"Solaire";0,143425
2019-06;"Bulgarie";"Solaire";0,154906
2019-07;"Bulgarie";"Solaire";0,148757
2019-08;"Bulgarie";"Solaire";0,164826
2019-09;"Bulgarie";"Solaire";0,132975
2019-10;"Bulgarie";"Solaire";0,11014
2019-11;"Bulgarie";"Solaire";0,049728
2019-12;"Bulgarie";"Solaire";0,056608
2020-01;"Bulgarie";"Solaire";0,084422
2020-02;"Bulgarie";"Solaire";0,091501
2020-03;"Bulgarie";"Solaire";0,105604
2020-04;"Bulgarie";"Solaire";0,145957
2020-05;"Bulgarie";"Solaire";0,147411
2020-06;"Bulgarie";"Solaire";0,152969
2020-07;"Bulgarie";"Solaire";0,176598
2020-08;"Bulgarie";"Solaire";0,164316
2020-09;"Bulgarie";"Solaire";0,145667
2020-10;"Bulgarie";"Solaire";0,108985
2020-11;"Bulgarie";"Solaire";0,074038
2020-12;"Bulgarie";"Solaire";0,030726
2021-01;"Bulgarie";"Solaire";0,063455
2021-02;"Bulgarie";"Solaire";0,091361
2021-03;"Bulgarie";"Solaire";0,113779
2021-04;"Bulgarie";"Solaire";0,136219
2021-05;"Bulgarie";"Solaire";0,163684
2021-06;"Bulgarie";"Solaire";0,145727
2021-07;"Bulgarie";"Solaire";0,186964
2021-08;"Bulgarie";"Solaire";0,181409
2021-09;"Bulgarie";"Solaire";0,134697
2021-10;"Bulgarie";"Solaire";0,096185
2021-11;"Bulgarie";"Solaire";0,069102
2021-12;"Bulgarie";"Solaire";0,046236
2022-01;"Bulgarie";"Solaire";0,08719
2022-02;"Bulgarie";"Solaire";0,103609
2022-03;"Bulgarie";"Solaire";0,132663
2022-04;"Bulgarie";"Solaire";0,157777
2022-05;"Bulgarie";"Solaire";0,197572
2022-06;"Bulgarie";"Solaire";0,181526
2022-07;"Bulgarie";"Solaire";0,20114788
2022-08;"Bulgarie";"Solaire";0,17847244
2022-09;"Bulgarie";"Solaire";0,14651715
2022-10;"Bulgarie";"Solaire";0,14206728
2022-11;"Bulgarie";"Solaire";0,07824033
2022-12;"Bulgarie";"Solaire";0,04972089
2023-01;"Bulgarie";"Solaire";0,05915447
2023-02;"Bulgarie";"Solaire";0,1365081
2023-03;"Bulgarie";"Solaire";0,18119939
2023-04;"Bulgarie";"Solaire";0,19754541
2023-05;"Bulgarie";"Solaire";0,25686465
2023-06;"Bulgarie";"Solaire";0,35690518
2023-07;"Bulgarie";"Solaire";0,41741293
2023-08;"Bulgarie";"Solaire";0,42881632
2023-09;"Bulgarie";"Solaire";0,37716102
2023-10;"Bulgarie";"Solaire";0,32135582
2023-11;"Bulgarie";"Solaire";0,18013344
2023-12;"Bulgarie";"Solaire";0,16096319
2024-01;"Bulgarie";"Solaire";0,18945964
2024-02;"Bulgarie";"Solaire";0,25055261
2024-03;"Bulgarie";"Solaire";0,33182394
2024-04;"Bulgarie";"Solaire";0,45119612
2024-05;"Bulgarie";"Solaire";0,4667508
2024-06;"Bulgarie";"Solaire";0,59068726
2024-07;"Bulgarie";"Solaire";0,61352963
2024-08;"Bulgarie";"Solaire";0,59921957
2024-09;"Bulgarie";"Solaire";0,46641821
2024-10;"Bulgarie";"Solaire";0,48020966
2024-11;"Bulgarie";"Solaire";0,29453626
2024-12;"Bulgarie";"Solaire";0,18083142
2025-01;"Bulgarie";"Solaire";0,29489844
2025-02;"Bulgarie";"Solaire";0,34787147
2025-03;"Bulgarie";"Solaire";0,47313031
2025-04;"Bulgarie";"Solaire";0,51954246
2025-05;"Bulgarie";"Solaire";0,60425477
2025-06;"Bulgarie";"Solaire";0,79944792
2025-07;"Bulgarie";"Solaire";0,92472118
2025-08;"Bulgarie";"Solaire";0,71443199
2025-09;"Bulgarie";"Solaire";0,6245207
2025-10;"Bulgarie";"Solaire";0,434604445795
2025-11;"Bulgarie";"Solaire";0,304935432236
2016-01;"Bulgarie";"Hydraulique";0,390433
2016-02;"Bulgarie";"Hydraulique";0,377517
2016-03;"Bulgarie";"Hydraulique";0,426746
2016-04;"Bulgarie";"Hydraulique";0,432899
2016-05;"Bulgarie";"Hydraulique";0,514911
2016-06;"Bulgarie";"Hydraulique";0,537634
2016-07;"Bulgarie";"Hydraulique";0,420989
2016-08;"Bulgarie";"Hydraulique";0,294679
2016-09;"Bulgarie";"Hydraulique";0,226278
2016-10;"Bulgarie";"Hydraulique";0,34232
2016-11;"Bulgarie";"Hydraulique";0,256596
2016-12;"Bulgarie";"Hydraulique";0,322585
2017-01;"Bulgarie";"Hydraulique";0,326761
2017-02;"Bulgarie";"Hydraulique";0,220163
2017-03;"Bulgarie";"Hydraulique";0,278361
2017-04;"Bulgarie";"Hydraulique";0,292637
2017-05;"Bulgarie";"Hydraulique";0,345055
2017-06;"Bulgarie";"Hydraulique";0,427878
2017-07;"Bulgarie";"Hydraulique";0,305224
2017-08;"Bulgarie";"Hydraulique";0,252237
2017-09;"Bulgarie";"Hydraulique";0,15146
2017-10;"Bulgarie";"Hydraulique";0,214221
2017-11;"Bulgarie";"Hydraulique";0,260791
2017-12;"Bulgarie";"Hydraulique";0,336806
2018-01;"Bulgarie";"Hydraulique";0,285316
2018-02;"Bulgarie";"Hydraulique";0,371669
2018-03;"Bulgarie";"Hydraulique";0,611095
2018-04;"Bulgarie";"Hydraulique";0,621244
2018-05;"Bulgarie";"Hydraulique";0,542599
2018-06;"Bulgarie";"Hydraulique";0,395945
2018-07;"Bulgarie";"Hydraulique";0,56548
2018-08;"Bulgarie";"Hydraulique";0,478951
2018-09;"Bulgarie";"Hydraulique";0,354798
2018-10;"Bulgarie";"Hydraulique";0,287894
2018-11;"Bulgarie";"Hydraulique";0,353542
2018-12;"Bulgarie";"Hydraulique";0,426037
2019-01;"Bulgarie";"Hydraulique";0,256156
2019-02;"Bulgarie";"Hydraulique";0,326476
2019-03;"Bulgarie";"Hydraulique";0,294222
2019-04;"Bulgarie";"Hydraulique";0,277333
2019-05;"Bulgarie";"Hydraulique";0,367772
2019-06;"Bulgarie";"Hydraulique";0,455114
2019-07;"Bulgarie";"Hydraulique";0,268286
2019-08;"Bulgarie";"Hydraulique";0,250087
2019-09;"Bulgarie";"Hydraulique";0,165894
2019-10;"Bulgarie";"Hydraulique";0,182465
2019-11;"Bulgarie";"Hydraulique";0,210431
2019-12;"Bulgarie";"Hydraulique";0,257951
2020-01;"Bulgarie";"Hydraulique";0,147756
2020-02;"Bulgarie";"Hydraulique";0,159089
2020-03;"Bulgarie";"Hydraulique";0,303104
2020-04;"Bulgarie";"Hydraulique";0,450184
2020-05;"Bulgarie";"Hydraulique";0,422332
2020-06;"Bulgarie";"Hydraulique";0,381542
2020-07;"Bulgarie";"Hydraulique";0,303775
2020-08;"Bulgarie";"Hydraulique";0,241722
2020-09;"Bulgarie";"Hydraulique";0,198411
2020-10;"Bulgarie";"Hydraulique";0,203942
2020-11;"Bulgarie";"Hydraulique";0,240774
2020-12;"Bulgarie";"Hydraulique";0,289309
2021-01;"Bulgarie";"Hydraulique";0,563
2021-02;"Bulgarie";"Hydraulique";0,534421
2021-03;"Bulgarie";"Hydraulique";0,52036
2021-04;"Bulgarie";"Hydraulique";0,608301
2021-05;"Bulgarie";"Hydraulique";0,60654
2021-06;"Bulgarie";"Hydraulique";0,521141
2021-07;"Bulgarie";"Hydraulique";0,333991
2021-08;"Bulgarie";"Hydraulique";0,245966
2021-09;"Bulgarie";"Hydraulique";0,198531
2021-10;"Bulgarie";"Hydraulique";0,266999
2021-11;"Bulgarie";"Hydraulique";0,23894
2021-12;"Bulgarie";"Hydraulique";0,457358
2022-01;"Bulgarie";"Hydraulique";0,422868
2022-02;"Bulgarie";"Hydraulique";0,280946
2022-03;"Bulgarie";"Hydraulique";0,378137
2022-04;"Bulgarie";"Hydraulique";0,361476
2022-05;"Bulgarie";"Hydraulique";0,404695
2022-06;"Bulgarie";"Hydraulique";0,430503
2022-07;"Bulgarie";"Hydraulique";0,31047651
2022-08;"Bulgarie";"Hydraulique";0,29350861
2022-09;"Bulgarie";"Hydraulique";0,19001958
2022-10;"Bulgarie";"Hydraulique";0,21963948
2022-11;"Bulgarie";"Hydraulique";0,21676123
2022-12;"Bulgarie";"Hydraulique";0,25986195
2023-01;"Bulgarie";"Hydraulique";0,23806227
2023-02;"Bulgarie";"Hydraulique";0,24455233
2023-03;"Bulgarie";"Hydraulique";0,19571244
2023-04;"Bulgarie";"Hydraulique";0,27610296
2023-05;"Bulgarie";"Hydraulique";0,38634622
2023-06;"Bulgarie";"Hydraulique";0,51077362
2023-07;"Bulgarie";"Hydraulique";0,30402731
2023-08;"Bulgarie";"Hydraulique";0,23733473
2023-09;"Bulgarie";"Hydraulique";0,13899721
2023-10;"Bulgarie";"Hydraulique";0,1238667
2023-11;"Bulgarie";"Hydraulique";0,20811057
2023-12;"Bulgarie";"Hydraulique";0,1998839
2024-01;"Bulgarie";"Hydraulique";0,20685507
2024-02;"Bulgarie";"Hydraulique";0,20566183
2024-03;"Bulgarie";"Hydraulique";0,26961944
2024-04;"Bulgarie";"Hydraulique";0,39145509
2024-05;"Bulgarie";"Hydraulique";0,49936369
2024-06;"Bulgarie";"Hydraulique";0,37803694
2024-07;"Bulgarie";"Hydraulique";0,28609887
2024-08;"Bulgarie";"Hydraulique";0,21852025
2024-09;"Bulgarie";"Hydraulique";0,13367211
2024-10;"Bulgarie";"Hydraulique";0,09012817
2024-11;"Bulgarie";"Hydraulique";0,09710308
2024-12;"Bulgarie";"Hydraulique";0,10618791
2025-01;"Bulgarie";"Hydraulique";0,17215982
2025-02;"Bulgarie";"Hydraulique";0,2170592
2025-03;"Bulgarie";"Hydraulique";0,17393631
2025-04;"Bulgarie";"Hydraulique";0,27083824
2025-05;"Bulgarie";"Hydraulique";0,34370121
2025-06;"Bulgarie";"Hydraulique";0,28295225
2025-07;"Bulgarie";"Hydraulique";0,25397135
2025-08;"Bulgarie";"Hydraulique";0,24361831
2025-09;"Bulgarie";"Hydraulique";0,10714973
2025-10;"Bulgarie";"Hydraulique";0,174482625143
2025-11;"Bulgarie";"Hydraulique";0,261819869991
2016-01;"Bulgarie";"Fioul";
2016-02;"Bulgarie";"Fioul";
2016-03;"Bulgarie";"Fioul";
2016-04;"Bulgarie";"Fioul";
2016-05;"Bulgarie";"Fioul";
2016-06;"Bulgarie";"Fioul";
2016-07;"Bulgarie";"Fioul";
2016-08;"Bulgarie";"Fioul";
2016-09;"Bulgarie";"Fioul";
2016-10;"Bulgarie";"Fioul";
2016-11;"Bulgarie";"Fioul";
2016-12;"Bulgarie";"Fioul";
2017-01;"Bulgarie";"Fioul";
2017-02;"Bulgarie";"Fioul";
2017-03;"Bulgarie";"Fioul";
2017-04;"Bulgarie";"Fioul";
2017-05;"Bulgarie";"Fioul";
2017-06;"Bulgarie";"Fioul";
2017-07;"Bulgarie";"Fioul";
2017-08;"Bulgarie";"Fioul";
2017-09;"Bulgarie";"Fioul";
2017-10;"Bulgarie";"Fioul";
2017-11;"Bulgarie";"Fioul";
2017-12;"Bulgarie";"Fioul";
2018-01;"Bulgarie";"Fioul";
2018-02;"Bulgarie";"Fioul";
2018-03;"Bulgarie";"Fioul";
2018-04;"Bulgarie";"Fioul";
2018-05;"Bulgarie";"Fioul";
2018-06;"Bulgarie";"Fioul";
2018-07;"Bulgarie";"Fioul";
2018-08;"Bulgarie";"Fioul";
2018-09;"Bulgarie";"Fioul";
2018-10;"Bulgarie";"Fioul";
2018-11;"Bulgarie";"Fioul";
2018-12;"Bulgarie";"Fioul";
2019-01;"Bulgarie";"Fioul";
2019-02;"Bulgarie";"Fioul";
2019-03;"Bulgarie";"Fioul";
2019-04;"Bulgarie";"Fioul";
2019-05;"Bulgarie";"Fioul";
2019-06;"Bulgarie";"Fioul";
2019-07;"Bulgarie";"Fioul";
2019-08;"Bulgarie";"Fioul";
2019-09;"Bulgarie";"Fioul";
2019-10;"Bulgarie";"Fioul";
2019-11;"Bulgarie";"Fioul";
2019-12;"Bulgarie";"Fioul";
2020-01;"Bulgarie";"Fioul";
2020-02;"Bulgarie";"Fioul";
2020-03;"Bulgarie";"Fioul";
2020-04;"Bulgarie";"Fioul";
2020-05;"Bulgarie";"Fioul";
2020-06;"Bulgarie";"Fioul";
2020-07;"Bulgarie";"Fioul";
2020-08;"Bulgarie";"Fioul";
2020-09;"Bulgarie";"Fioul";
2020-10;"Bulgarie";"Fioul";
2020-11;"Bulgarie";"Fioul";
2020-12;"Bulgarie";"Fioul";
2021-01;"Bulgarie";"Fioul";
2021-02;"Bulgarie";"Fioul";
2021-03;"Bulgarie";"Fioul";
2021-04;"Bulgarie";"Fioul";
2021-05;"Bulgarie";"Fioul";
2021-06;"Bulgarie";"Fioul";
2021-07;"Bulgarie";"Fioul";
2021-08;"Bulgarie";"Fioul";
2021-09;"Bulgarie";"Fioul";
2021-10;"Bulgarie";"Fioul";
2021-11;"Bulgarie";"Fioul";
2021-12;"Bulgarie";"Fioul";
2022-01;"Bulgarie";"Fioul";
2022-02;"Bulgarie";"Fioul";
2022-03;"Bulgarie";"Fioul";
2022-04;"Bulgarie";"Fioul";
2022-05;"Bulgarie";"Fioul";
2022-06;"Bulgarie";"Fioul";
2022-07;"Bulgarie";"Fioul";
2022-08;"Bulgarie";"Fioul";
2022-09;"Bulgarie";"Fioul";
2022-10;"Bulgarie";"Fioul";
2022-11;"Bulgarie";"Fioul";
2022-12;"Bulgarie";"Fioul";
2023-01;"Bulgarie";"Fioul";
2023-02;"Bulgarie";"Fioul";
2023-03;"Bulgarie";"Fioul";
2023-04;"Bulgarie";"Fioul";
2023-05;"Bulgarie";"Fioul";
2023-06;"Bulgarie";"Fioul";
2023-07;"Bulgarie";"Fioul";
2023-08;"Bulgarie";"Fioul";
2023-09;"Bulgarie";"Fioul";
2023-10;"Bulgarie";"Fioul";
2023-11;"Bulgarie";"Fioul";
2023-12;"Bulgarie";"Fioul";
2024-01;"Bulgarie";"Fioul";
2024-02;"Bulgarie";"Fioul";
2024-03;"Bulgarie";"Fioul";
2024-04;"Bulgarie";"Fioul";
2024-05;"Bulgarie";"Fioul";
2024-06;"Bulgarie";"Fioul";
2024-07;"Bulgarie";"Fioul";
2024-08;"Bulgarie";"Fioul";
2024-09;"Bulgarie";"Fioul";
2024-10;"Bulgarie";"Fioul";
2024-11;"Bulgarie";"Fioul";
2024-12;"Bulgarie";"Fioul";
2025-01;"Bulgarie";"Fioul";
2025-02;"Bulgarie";"Fioul";
2025-03;"Bulgarie";"Fioul";
2025-04;"Bulgarie";"Fioul";
2025-05;"Bulgarie";"Fioul";
2025-06;"Bulgarie";"Fioul";
2025-07;"Bulgarie";"Fioul";
2025-08;"Bulgarie";"Fioul";
2025-09;"Bulgarie";"Fioul";
2025-10;"Bulgarie";"Fioul";
2025-11;"Bulgarie";"Fioul";
2016-01;"Bulgarie";"Gaz";
2016-02;"Bulgarie";"Gaz";
2016-03;"Bulgarie";"Gaz";
2016-04;"Bulgarie";"Gaz";
2016-05;"Bulgarie";"Gaz";
2016-06;"Bulgarie";"Gaz";
2016-07;"Bulgarie";"Gaz";
2016-08;"Bulgarie";"Gaz";
2016-09;"Bulgarie";"Gaz";
2016-10;"Bulgarie";"Gaz";
2016-11;"Bulgarie";"Gaz";
2016-12;"Bulgarie";"Gaz";0,001008
2017-01;"Bulgarie";"Gaz";0,298824
2017-02;"Bulgarie";"Gaz";0,233611
2017-03;"Bulgarie";"Gaz";0,220662
2017-04;"Bulgarie";"Gaz";0,151063
2017-05;"Bulgarie";"Gaz";0,125386
2017-06;"Bulgarie";"Gaz";0,104876
2017-07;"Bulgarie";"Gaz";0,107451
2017-08;"Bulgarie";"Gaz";0,104243
2017-09;"Bulgarie";"Gaz";0,085707
2017-10;"Bulgarie";"Gaz";0,1308
2017-11;"Bulgarie";"Gaz";0,193325
2017-12;"Bulgarie";"Gaz";0,226732
2018-01;"Bulgarie";"Gaz";0,225995
2018-02;"Bulgarie";"Gaz";0,218032
2018-03;"Bulgarie";"Gaz";0,207162
2018-04;"Bulgarie";"Gaz";0,144867
2018-05;"Bulgarie";"Gaz";0,13333
2018-06;"Bulgarie";"Gaz";0,108583
2018-07;"Bulgarie";"Gaz";0,111895
2018-08;"Bulgarie";"Gaz";0,108308
2018-09;"Bulgarie";"Gaz";0,110028
2018-10;"Bulgarie";"Gaz";0,148366
2018-11;"Bulgarie";"Gaz";0,201814
2018-12;"Bulgarie";"Gaz";0,25608
2019-01;"Bulgarie";"Gaz";0,270238
2019-02;"Bulgarie";"Gaz";0,262168
2019-03;"Bulgarie";"Gaz";0,237052
2019-04;"Bulgarie";"Gaz";0,213499
2019-05;"Bulgarie";"Gaz";0,149049
2019-06;"Bulgarie";"Gaz";0,116021
2019-07;"Bulgarie";"Gaz";0,123652
2019-08;"Bulgarie";"Gaz";0,115421
2019-09;"Bulgarie";"Gaz";0,114152
2019-10;"Bulgarie";"Gaz";0,135174
2019-11;"Bulgarie";"Gaz";0,190669
2019-12;"Bulgarie";"Gaz";0,269719
2020-01;"Bulgarie";"Gaz";0,298906
2020-02;"Bulgarie";"Gaz";0,258284
2020-03;"Bulgarie";"Gaz";0,22079
2020-04;"Bulgarie";"Gaz";0,159205
2020-05;"Bulgarie";"Gaz";0,10146
2020-06;"Bulgarie";"Gaz";0,103844
2020-07;"Bulgarie";"Gaz";0,108458
2020-08;"Bulgarie";"Gaz";0,129369
2020-09;"Bulgarie";"Gaz";0,123527
2020-10;"Bulgarie";"Gaz";0,158185
2020-11;"Bulgarie";"Gaz";0,240751
2020-12;"Bulgarie";"Gaz";0,272979
2021-01;"Bulgarie";"Gaz";0,292956
2021-02;"Bulgarie";"Gaz";0,257078
2021-03;"Bulgarie";"Gaz";0,286574
2021-04;"Bulgarie";"Gaz";0,221406
2021-05;"Bulgarie";"Gaz";0,14719
2021-06;"Bulgarie";"Gaz";0,136122
2021-07;"Bulgarie";"Gaz";0,154421
2021-08;"Bulgarie";"Gaz";0,154664
2021-09;"Bulgarie";"Gaz";0,262886
2021-10;"Bulgarie";"Gaz";0,240168
2021-11;"Bulgarie";"Gaz";0,27145
2021-12;"Bulgarie";"Gaz";0,363007
2022-01;"Bulgarie";"Gaz";0,420052
2022-02;"Bulgarie";"Gaz";0,298886
2022-03;"Bulgarie";"Gaz";0,292544
2022-04;"Bulgarie";"Gaz";0,205657
2022-05;"Bulgarie";"Gaz";0,14998
2022-06;"Bulgarie";"Gaz";0,151041
2022-07;"Bulgarie";"Gaz";0,18221344
2022-08;"Bulgarie";"Gaz";0,14266715
2022-09;"Bulgarie";"Gaz";0,11638644
2022-10;"Bulgarie";"Gaz";0,15958617
2022-11;"Bulgarie";"Gaz";0,23719353
2022-12;"Bulgarie";"Gaz";0,28213351
2023-01;"Bulgarie";"Gaz";0,26292452
2023-02;"Bulgarie";"Gaz";0,23658792
2023-03;"Bulgarie";"Gaz";0,24539194
2023-04;"Bulgarie";"Gaz";0,2189223
2023-05;"Bulgarie";"Gaz";0,1235724
2023-06;"Bulgarie";"Gaz";0,11058554
2023-07;"Bulgarie";"Gaz";0,11251598
2023-08;"Bulgarie";"Gaz";0,11473939
2023-09;"Bulgarie";"Gaz";0,13234578
2023-10;"Bulgarie";"Gaz";0,13830126
2023-11;"Bulgarie";"Gaz";0,20119397
2023-12;"Bulgarie";"Gaz";0,26030242
2024-01;"Bulgarie";"Gaz";0,26737427
2024-02;"Bulgarie";"Gaz";0,24155521
2024-03;"Bulgarie";"Gaz";0,22598488
2024-04;"Bulgarie";"Gaz";0,14062305
2024-05;"Bulgarie";"Gaz";0,12664438
2024-06;"Bulgarie";"Gaz";0,12228748
2024-07;"Bulgarie";"Gaz";0,13332032
2024-08;"Bulgarie";"Gaz";0,13803441
2024-09;"Bulgarie";"Gaz";0,12703971
2024-10;"Bulgarie";"Gaz";0,13943497
2024-11;"Bulgarie";"Gaz";0,17808998
2024-12;"Bulgarie";"Gaz";0,22186632
2025-01;"Bulgarie";"Gaz";0,22562521
2025-02;"Bulgarie";"Gaz";0,19943554
2025-03;"Bulgarie";"Gaz";0,20025045
2025-04;"Bulgarie";"Gaz";0,1690586
2025-05;"Bulgarie";"Gaz";0,11751203
2025-06;"Bulgarie";"Gaz";0,11767875
2025-07;"Bulgarie";"Gaz";0,10005152
2025-08;"Bulgarie";"Gaz";0,09242017
2025-09;"Bulgarie";"Gaz";0,09997607
2025-10;"Bulgarie";"Gaz";0,14377869551
2025-11;"Bulgarie";"Gaz";0,19474778776
2016-01;"Bulgarie";"Charbon";2,544593
2016-02;"Bulgarie";"Charbon";1,709702
2016-03;"Bulgarie";"Charbon";1,447529
2016-04;"Bulgarie";"Charbon";1,405868
2016-05;"Bulgarie";"Charbon";1,28516
2016-06;"Bulgarie";"Charbon";1,254124
2016-07;"Bulgarie";"Charbon";1,558724
2016-08;"Bulgarie";"Charbon";1,611766
2016-09;"Bulgarie";"Charbon";1,73023
2016-10;"Bulgarie";"Charbon";2,383824
2016-11;"Bulgarie";"Charbon";2,233847
2016-12;"Bulgarie";"Charbon";2,510146
2017-01;"Bulgarie";"Charbon";2,334287
2017-02;"Bulgarie";"Charbon";1,894716
2017-03;"Bulgarie";"Charbon";1,636187
